,peptide,water,HAuCl4,hepes,Slot,LabwareType,WellCode,WellIndex,UID,peptide_name
229,0,1,4.00E-05,0.001,4,corning-48-3548,B7,37,2021-07-21PZ2_S4_B7,PZ2
230,0,1,4.00E-05,0,4,corning-48-3548,C7,38,2021-07-21PZ2_S4_C7,PZ2
231,0,1,6.84E-05,0.0001,4,corning-48-3548,D7,39,2021-07-21PZ2_S4_D7,PZ2
232,0,1,6.84E-05,0.001,4,corning-48-3548,E7,40,2021-07-21PZ2_S4_E7,PZ2
233,0,1,6.84E-05,0,4,corning-48-3548,F7,41,2021-07-21PZ2_S4_F7,PZ2
234,0,1,0.000116961,0.0001,4,corning-48-3548,A8,42,2021-07-21PZ2_S4_A8,PZ2
235,0,1,0.000116961,0.001,4,corning-48-3548,B8,43,2021-07-21PZ2_S4_B8,PZ2
236,0,1,0.000116961,0,4,corning-48-3548,C8,44,2021-07-21PZ2_S4_C8,PZ2
237,0,1,0.0002,0.0001,4,corning-48-3548,D8,45,2021-07-21PZ2_S4_D8,PZ2
238,0,1,0.0002,0.001,4,corning-48-3548,E8,46,2021-07-21PZ2_S4_E8,PZ2
239,0,1,0.0002,0,4,corning-48-3548,F8,47,2021-07-21PZ2_S4_F8,PZ2
240,4.00E-05,1,4.00E-05,1.00E-05,5,corning-48-3548,A1,48,2021-07-21PZ2_S5_A1,PZ2
241,4.00E-05,1,6.84E-05,1.00E-05,5,corning-48-3548,B1,49,2021-07-21PZ2_S5_B1,PZ2
242,4.00E-05,1,0.000116961,1.00E-05,5,corning-48-3548,C1,50,2021-07-21PZ2_S5_C1,PZ2
243,4.00E-05,1,0.0002,1.00E-05,5,corning-48-3548,D1,51,2021-07-21PZ2_S5_D1,PZ2
244,8.94E-05,1,4.00E-05,1.00E-05,5,corning-48-3548,E1,52,2021-07-21PZ2_S5_E1,PZ2
245,8.94E-05,1,6.84E-05,1.00E-05,5,corning-48-3548,F1,53,2021-07-21PZ2_S5_F1,PZ2
246,8.94E-05,1,0.000116961,1.00E-05,5,corning-48-3548,A2,54,2021-07-21PZ2_S5_A2,PZ2
247,8.94E-05,1,0.0002,1.00E-05,5,corning-48-3548,B2,55,2021-07-21PZ2_S5_B2,PZ2
248,0.0002,1,4.00E-05,1.00E-05,5,corning-48-3548,C2,56,2021-07-21PZ2_S5_C2,PZ2
249,0.0002,1,6.84E-05,1.00E-05,5,corning-48-3548,D2,57,2021-07-21PZ2_S5_D2,PZ2
250,0.0002,1,0.000116961,1.00E-05,5,corning-48-3548,E2,58,2021-07-21PZ2_S5_E2,PZ2
251,0.0002,1,0.0002,1.00E-05,5,corning-48-3548,F2,59,2021-07-21PZ2_S5_F2,PZ2
252,0,1,4.00E-05,1.00E-05,5,corning-48-3548,A3,60,2021-07-21PZ2_S5_A3,PZ2
253,0,1,6.84E-05,1.00E-05,5,corning-48-3548,B3,61,2021-07-21PZ2_S5_B3,PZ2
254,0,1,0.000116961,1.00E-05,5,corning-48-3548,C3,62,2021-07-21PZ2_S5_C3,PZ2
255,0,1,0.0002,1.00E-05,5,corning-48-3548,D3,63,2021-07-21PZ2_S5_D3,PZ2
256,4.00E-05,1,4.00E-05,0,4,corning-48-3548,A1,0,2021-12-29Z2M6I_S4_A1,Z2M6I
257,8.94E-05,1,6.84E-05,0.0001,4,corning-48-3548,B1,1,2021-12-29Z2M6I_S4_B1,Z2M6I
258,0.0002,1,6.84E-05,0,4,corning-48-3548,C1,2,2021-12-29Z2M6I_S4_C1,Z2M6I
259,0,1,4.00E-05,0.0001,4,corning-48-3548,D1,3,2021-12-29Z2M6I_S4_D1,Z2M6I
260,4.00E-05,1,0.0002,0,4,corning-48-3548,E1,4,2021-12-29Z2M6I_S4_E1,Z2M6I
261,0,1,6.84E-05,0,4,corning-48-3548,F1,5,2021-12-29Z2M6I_S4_F1,Z2M6I
262,4.00E-05,1,0.000116961,0.0001,4,corning-48-3548,A2,6,2021-12-29Z2M6I_S4_A2,Z2M6I
263,8.94E-05,1,4.00E-05,0.001,4,corning-48-3548,B2,7,2021-12-29Z2M6I_S4_B2,Z2M6I
264,8.94E-05,1,0.0002,0.001,4,corning-48-3548,C2,8,2021-12-29Z2M6I_S4_C2,Z2M6I
265,4.00E-05,1,6.84E-05,0.001,4,corning-48-3548,D2,9,2021-12-29Z2M6I_S4_D2,Z2M6I
266,8.94E-05,1,6.84E-05,0.001,4,corning-48-3548,E2,10,2021-12-29Z2M6I_S4_E2,Z2M6I
267,0.0002,1,4.00E-05,0,4,corning-48-3548,F2,11,2021-12-29Z2M6I_S4_F2,Z2M6I
268,4.00E-05,1,0.0002,0.001,4,corning-48-3548,A3,12,2021-12-29Z2M6I_S4_A3,Z2M6I
269,0,1,0.000116961,0,4,corning-48-3548,B3,13,2021-12-29Z2M6I_S4_B3,Z2M6I
270,4.00E-05,1,0.000116961,0,4,corning-48-3548,C3,14,2021-12-29Z2M6I_S4_C3,Z2M6I
271,8.94E-05,1,0.0002,0,4,corning-48-3548,D3,15,2021-12-29Z2M6I_S4_D3,Z2M6I
272,0.0002,1,0.0002,0.0001,4,corning-48-3548,E3,16,2021-12-29Z2M6I_S4_E3,Z2M6I
273,0.0002,1,4.00E-05,0.0001,4,corning-48-3548,F3,17,2021-12-29Z2M6I_S4_F3,Z2M6I
274,0,1,0.0002,0,4,corning-48-3548,A4,18,2021-12-29Z2M6I_S4_A4,Z2M6I
275,8.94E-05,1,0.000116961,0.001,4,corning-48-3548,B4,19,2021-12-29Z2M6I_S4_B4,Z2M6I
276,0,1,0.0002,0.0001,4,corning-48-3548,C4,20,2021-12-29Z2M6I_S4_C4,Z2M6I
277,0,1,4.00E-05,0.001,4,corning-48-3548,D4,21,2021-12-29Z2M6I_S4_D4,Z2M6I
278,0,1,0.000116961,0.0001,4,corning-48-3548,E4,22,2021-12-29Z2M6I_S4_E4,Z2M6I
279,8.94E-05,1,0.0002,0.0001,4,corning-48-3548,F4,23,2021-12-29Z2M6I_S4_F4,Z2M6I
280,0.0002,1,0.0002,0.001,4,corning-48-3548,A5,24,2021-12-29Z2M6I_S4_A5,Z2M6I
281,4.00E-05,1,4.00E-05,0.0001,4,corning-48-3548,B5,25,2021-12-29Z2M6I_S4_B5,Z2M6I
282,8.94E-05,1,4.00E-05,0.0001,4,corning-48-3548,C5,26,2021-12-29Z2M6I_S4_C5,Z2M6I
283,0.0002,1,0.000116961,0.0001,4,corning-48-3548,D5,27,2021-12-29Z2M6I_S4_D5,Z2M6I
284,0.0002,1,4.00E-05,0.001,4,corning-48-3548,E5,28,2021-12-29Z2M6I_S4_E5,Z2M6I
285,8.94E-05,1,0.000116961,0.0001,4,corning-48-3548,F5,29,2021-12-29Z2M6I_S4_F5,Z2M6I
286,8.94E-05,1,0.000116961,0,4,corning-48-3548,A6,30,2021-12-29Z2M6I_S4_A6,Z2M6I
287,0,1,0.000116961,0.001,4,corning-48-3548,B6,31,2021-12-29Z2M6I_S4_B6,Z2M6I
288,0.0002,1,0.000116961,0,4,corning-48-3548,C6,32,2021-12-29Z2M6I_S4_C6,Z2M6I
289,0.0002,1,6.84E-05,0.0001,4,corning-48-3548,D6,33,2021-12-29Z2M6I_S4_D6,Z2M6I
290,4.00E-05,1,4.00E-05,0.001,4,corning-48-3548,E6,34,2021-12-29Z2M6I_S4_E6,Z2M6I
291,4.00E-05,1,0.0002,0.0001,4,corning-48-3548,F6,35,2021-12-29Z2M6I_S4_F6,Z2M6I
292,0.0002,1,6.84E-05,0.001,4,corning-48-3548,A7,36,2021-12-29Z2M6I_S4_A7,Z2M6I
293,8.94E-05,1,4.00E-05,0,4,corning-48-3548,B7,37,2021-12-29Z2M6I_S4_B7,Z2M6I
294,0,1,6.84E-05,0.001,4,corning-48-3548,C7,38,2021-12-29Z2M6I_S4_C7,Z2M6I
295,0.0002,1,0.000116961,0.001,4,corning-48-3548,D7,39,2021-12-29Z2M6I_S4_D7,Z2M6I
296,0,1,4.00E-05,0,4,corning-48-3548,E7,40,2021-12-29Z2M6I_S4_E7,Z2M6I
297,0.0002,1,0.0002,0,4,corning-48-3548,F7,41,2021-12-29Z2M6I_S4_F7,Z2M6I
298,4.00E-05,1,0.000116961,0.001,4,corning-48-3548,A8,42,2021-12-29Z2M6I_S4_A8,Z2M6I
299,0,1,6.84E-05,0.0001,4,corning-48-3548,B8,43,2021-12-29Z2M6I_S4_B8,Z2M6I
300,8.94E-05,1,6.84E-05,0,4,corning-48-3548,C8,44,2021-12-29Z2M6I_S4_C8,Z2M6I
301,0,1,0.0002,0.001,4,corning-48-3548,D8,45,2021-12-29Z2M6I_S4_D8,Z2M6I
302,4.00E-05,1,6.84E-05,0.0001,4,corning-48-3548,E8,46,2021-12-29Z2M6I_S4_E8,Z2M6I
303,4.00E-05,1,6.84E-05,0,4,corning-48-3548,F8,47,2021-12-29Z2M6I_S4_F8,Z2M6I
304,4.00E-05,1,0.000116961,1.00E-05,5,corning-48-3548,A1,48,2021-12-29Z2M6I_S5_A1,Z2M6I
305,0.0002,1,0.0002,1.00E-05,5,corning-48-3548,B1,49,2021-12-29Z2M6I_S5_B1,Z2M6I
306,4.00E-05,1,6.84E-05,1.00E-05,5,corning-48-3548,C1,50,2021-12-29Z2M6I_S5_C1,Z2M6I
307,8.94E-05,1,0.000116961,1.00E-05,5,corning-48-3548,D1,51,2021-12-29Z2M6I_S5_D1,Z2M6I
308,4.00E-05,1,4.00E-05,1.00E-05,5,corning-48-3548,E1,52,2021-12-29Z2M6I_S5_E1,Z2M6I
309,0.0002,1,6.84E-05,1.00E-05,5,corning-48-3548,F1,53,2021-12-29Z2M6I_S5_F1,Z2M6I
310,0,1,6.84E-05,1.00E-05,5,corning-48-3548,A2,54,2021-12-29Z2M6I_S5_A2,Z2M6I
311,4.00E-05,1,0.0002,1.00E-05,5,corning-48-3548,B2,55,2021-12-29Z2M6I_S5_B2,Z2M6I
312,8.94E-05,1,6.84E-05,1.00E-05,5,corning-48-3548,C2,56,2021-12-29Z2M6I_S5_C2,Z2M6I
313,0,1,4.00E-05,1.00E-05,5,corning-48-3548,D2,57,2021-12-29Z2M6I_S5_D2,Z2M6I
314,8.94E-05,1,0.0002,1.00E-05,5,corning-48-3548,E2,58,2021-12-29Z2M6I_S5_E2,Z2M6I
315,0,1,0.0002,1.00E-05,5,corning-48-3548,F2,59,2021-12-29Z2M6I_S5_F2,Z2M6I
316,0.0002,1,4.00E-05,1.00E-05,5,corning-48-3548,A3,60,2021-12-29Z2M6I_S5_A3,Z2M6I
317,0.0002,1,0.000116961,1.00E-05,5,corning-48-3548,B3,61,2021-12-29Z2M6I_S5_B3,Z2M6I
318,0,1,0.000116961,1.00E-05,5,corning-48-3548,C3,62,2021-12-29Z2M6I_S5_C3,Z2M6I
319,8.94E-05,1,4.00E-05,1.00E-05,5,corning-48-3548,D3,63,2021-12-29Z2M6I_S5_D3,Z2M6I
320,4.00E-05,1,4.00E-05,0.0001,4,corning-48-3548,A1,0,2021-07-22Z2M246I_S4_A1,Z2M246I
321,4.00E-05,1,4.00E-05,0.001,4,corning-48-3548,B1,1,2021-07-22Z2M246I_S4_B1,Z2M246I
322,4.00E-05,1,4.00E-05,0,4,corning-48-3548,C1,2,2021-07-22Z2M246I_S4_C1,Z2M246I
323,4.00E-05,1,6.84E-05,0.0001,4,corning-48-3548,D1,3,2021-07-22Z2M246I_S4_D1,Z2M246I
324,4.00E-05,1,6.84E-05,0.001,4,corning-48-3548,E1,4,2021-07-22Z2M246I_S4_E1,Z2M246I
325,4.00E-05,1,6.84E-05,0,4,corning-48-3548,F1,5,2021-07-22Z2M246I_S4_F1,Z2M246I
326,4.00E-05,1,0.000116961,0.0001,4,corning-48-3548,A2,6,2021-07-22Z2M246I_S4_A2,Z2M246I
327,4.00E-05,1,0.000116961,0.001,4,corning-48-3548,B2,7,2021-07-22Z2M246I_S4_B2,Z2M246I
328,4.00E-05,1,0.000116961,0,4,corning-48-3548,C2,8,2021-07-22Z2M246I_S4_C2,Z2M246I
329,4.00E-05,1,0.0002,0.0001,4,corning-48-3548,D2,9,2021-07-22Z2M246I_S4_D2,Z2M246I
330,4.00E-05,1,0.0002,0.001,4,corning-48-3548,E2,10,2021-07-22Z2M246I_S4_E2,Z2M246I
331,4.00E-05,1,0.0002,0,4,corning-48-3548,F2,11,2021-07-22Z2M246I_S4_F2,Z2M246I
332,8.94E-05,1,4.00E-05,0.0001,4,corning-48-3548,A3,12,2021-07-22Z2M246I_S4_A3,Z2M246I
333,8.94E-05,1,4.00E-05,0.001,4,corning-48-3548,B3,13,2021-07-22Z2M246I_S4_B3,Z2M246I
334,8.94E-05,1,4.00E-05,0,4,corning-48-3548,C3,14,2021-07-22Z2M246I_S4_C3,Z2M246I
335,8.94E-05,1,6.84E-05,0.0001,4,corning-48-3548,D3,15,2021-07-22Z2M246I_S4_D3,Z2M246I
336,8.94E-05,1,6.84E-05,0.001,4,corning-48-3548,E3,16,2021-07-22Z2M246I_S4_E3,Z2M246I
337,8.94E-05,1,6.84E-05,0,4,corning-48-3548,F3,17,2021-07-22Z2M246I_S4_F3,Z2M246I
338,8.94E-05,1,0.000116961,0.0001,4,corning-48-3548,A4,18,2021-07-22Z2M246I_S4_A4,Z2M246I
339,8.94E-05,1,0.000116961,0.001,4,corning-48-3548,B4,19,2021-07-22Z2M246I_S4_B4,Z2M246I
340,8.94E-05,1,0.000116961,0,4,corning-48-3548,C4,20,2021-07-22Z2M246I_S4_C4,Z2M246I
341,8.94E-05,1,0.0002,0.0001,4,corning-48-3548,D4,21,2021-07-22Z2M246I_S4_D4,Z2M246I
342,8.94E-05,1,0.0002,0.001,4,corning-48-3548,E4,22,2021-07-22Z2M246I_S4_E4,Z2M246I
343,8.94E-05,1,0.0002,0,4,corning-48-3548,F4,23,2021-07-22Z2M246I_S4_F4,Z2M246I
344,0.0002,1,4.00E-05,0.0001,4,corning-48-3548,A5,24,2021-07-22Z2M246I_S4_A5,Z2M246I
345,0.0002,1,4.00E-05,0.001,4,corning-48-3548,B5,25,2021-07-22Z2M246I_S4_B5,Z2M246I
346,0.0002,1,4.00E-05,0,4,corning-48-3548,C5,26,2021-07-22Z2M246I_S4_C5,Z2M246I
347,0.0002,1,6.84E-05,0.0001,4,corning-48-3548,D5,27,2021-07-22Z2M246I_S4_D5,Z2M246I
348,0.0002,1,6.84E-05,0.001,4,corning-48-3548,E5,28,2021-07-22Z2M246I_S4_E5,Z2M246I
349,0.0002,1,6.84E-05,0,4,corning-48-3548,F5,29,2021-07-22Z2M246I_S4_F5,Z2M246I
350,0.0002,1,0.000116961,0.0001,4,corning-48-3548,A6,30,2021-07-22Z2M246I_S4_A6,Z2M246I
351,0.0002,1,0.000116961,0.001,4,corning-48-3548,B6,31,2021-07-22Z2M246I_S4_B6,Z2M246I
352,0.0002,1,0.000116961,0,4,corning-48-3548,C6,32,2021-07-22Z2M246I_S4_C6,Z2M246I
353,0.0002,1,0.0002,0.0001,4,corning-48-3548,D6,33,2021-07-22Z2M246I_S4_D6,Z2M246I
354,0.0002,1,0.0002,0.001,4,corning-48-3548,E6,34,2021-07-22Z2M246I_S4_E6,Z2M246I
355,0.0002,1,0.0002,0,4,corning-48-3548,F6,35,2021-07-22Z2M246I_S4_F6,Z2M246I
356,0,1,4.00E-05,0.0001,4,corning-48-3548,A7,36,2021-07-22Z2M246I_S4_A7,Z2M246I
357,0,1,4.00E-05,0.001,4,corning-48-3548,B7,37,2021-07-22Z2M246I_S4_B7,Z2M246I
358,0,1,4.00E-05,0,4,corning-48-3548,C7,38,2021-07-22Z2M246I_S4_C7,Z2M246I
359,0,1,6.84E-05,0.0001,4,corning-48-3548,D7,39,2021-07-22Z2M246I_S4_D7,Z2M246I
360,0,1,6.84E-05,0.001,4,corning-48-3548,E7,40,2021-07-22Z2M246I_S4_E7,Z2M246I
361,0,1,6.84E-05,0,4,corning-48-3548,F7,41,2021-07-22Z2M246I_S4_F7,Z2M246I
362,0,1,0.000116961,0.0001,4,corning-48-3548,A8,42,2021-07-22Z2M246I_S4_A8,Z2M246I
363,0,1,0.000116961,0.001,4,corning-48-3548,B8,43,2021-07-22Z2M246I_S4_B8,Z2M246I
364,0,1,0.000116961,0,4,corning-48-3548,C8,44,2021-07-22Z2M246I_S4_C8,Z2M246I
365,0,1,0.0002,0.0001,4,corning-48-3548,D8,45,2021-07-22Z2M246I_S4_D8,Z2M246I
366,0,1,0.0002,0.001,4,corning-48-3548,E8,46,2021-07-22Z2M246I_S4_E8,Z2M246I
367,0,1,0.0002,0,4,corning-48-3548,F8,47,2021-07-22Z2M246I_S4_F8,Z2M246I
368,4.00E-05,1,4.00E-05,1.00E-05,5,corning-48-3548,A1,48,2021-07-22Z2M246I_S5_A1,Z2M246I
369,4.00E-05,1,6.84E-05,1.00E-05,5,corning-48-3548,B1,49,2021-07-22Z2M246I_S5_B1,Z2M246I
370,4.00E-05,1,0.000116961,1.00E-05,5,corning-48-3548,C1,50,2021-07-22Z2M246I_S5_C1,Z2M246I
371,4.00E-05,1,0.0002,1.00E-05,5,corning-48-3548,D1,51,2021-07-22Z2M246I_S5_D1,Z2M246I
372,8.94E-05,1,4.00E-05,1.00E-05,5,corning-48-3548,E1,52,2021-07-22Z2M246I_S5_E1,Z2M246I
373,8.94E-05,1,6.84E-05,1.00E-05,5,corning-48-3548,F1,53,2021-07-22Z2M246I_S5_F1,Z2M246I
374,8.94E-05,1,0.000116961,1.00E-05,5,corning-48-3548,A2,54,2021-07-22Z2M246I_S5_A2,Z2M246I
375,8.94E-05,1,0.0002,1.00E-05,5,corning-48-3548,B2,55,2021-07-22Z2M246I_S5_B2,Z2M246I
376,0.0002,1,4.00E-05,1.00E-05,5,corning-48-3548,C2,56,2021-07-22Z2M246I_S5_C2,Z2M246I
377,0.0002,1,6.84E-05,1.00E-05,5,corning-48-3548,D2,57,2021-07-22Z2M246I_S5_D2,Z2M246I
378,0.0002,1,0.000116961,1.00E-05,5,corning-48-3548,E2,58,2021-07-22Z2M246I_S5_E2,Z2M246I
379,0.0002,1,0.0002,1.00E-05,5,corning-48-3548,F2,59,2021-07-22Z2M246I_S5_F2,Z2M246I
380,0,1,4.00E-05,1.00E-05,5,corning-48-3548,A3,60,2021-07-22Z2M246I_S5_A3,Z2M246I
381,0,1,6.84E-05,1.00E-05,5,corning-48-3548,B3,61,2021-07-22Z2M246I_S5_B3,Z2M246I
382,0,1,0.000116961,1.00E-05,5,corning-48-3548,C3,62,2021-07-22Z2M246I_S5_C3,Z2M246I
383,0,1,0.0002,1.00E-05,5,corning-48-3548,D3,63,2021-07-22Z2M246I_S5_D3,Z2M246I
384,4.00E-05,1,4.00E-05,0,4,corning-48-3548,A1,0,2021-12-29AG3_S4_A1,AG3
385,8.94E-05,1,6.84E-05,0.0001,4,corning-48-3548,B1,1,2021-12-29AG3_S4_B1,AG3
386,0.0002,1,6.84E-05,0,4,corning-48-3548,C1,2,2021-12-29AG3_S4_C1,AG3
387,0,1,4.00E-05,0.0001,4,corning-48-3548,D1,3,2021-12-29AG3_S4_D1,AG3
388,4.00E-05,1,0.0002,0,4,corning-48-3548,E1,4,2021-12-29AG3_S4_E1,AG3
389,0,1,6.84E-05,0,4,corning-48-3548,F1,5,2021-12-29AG3_S4_F1,AG3
390,4.00E-05,1,0.000116961,0.0001,4,corning-48-3548,A2,6,2021-12-29AG3_S4_A2,AG3
391,8.94E-05,1,4.00E-05,0.001,4,corning-48-3548,B2,7,2021-12-29AG3_S4_B2,AG3
392,8.94E-05,1,0.0002,0.001,4,corning-48-3548,C2,8,2021-12-29AG3_S4_C2,AG3
393,4.00E-05,1,6.84E-05,0.001,4,corning-48-3548,D2,9,2021-12-29AG3_S4_D2,AG3
394,8.94E-05,1,6.84E-05,0.001,4,corning-48-3548,E2,10,2021-12-29AG3_S4_E2,AG3
395,0.0002,1,4.00E-05,0,4,corning-48-3548,F2,11,2021-12-29AG3_S4_F2,AG3
396,4.00E-05,1,0.0002,0.001,4,corning-48-3548,A3,12,2021-12-29AG3_S4_A3,AG3
397,0,1,0.000116961,0,4,corning-48-3548,B3,13,2021-12-29AG3_S4_B3,AG3
398,4.00E-05,1,0.000116961,0,4,corning-48-3548,C3,14,2021-12-29AG3_S4_C3,AG3
399,8.94E-05,1,0.0002,0,4,corning-48-3548,D3,15,2021-12-29AG3_S4_D3,AG3
400,0.0002,1,0.0002,0.0001,4,corning-48-3548,E3,16,2021-12-29AG3_S4_E3,AG3
401,0.0002,1,4.00E-05,0.0001,4,corning-48-3548,F3,17,2021-12-29AG3_S4_F3,AG3
402,0,1,0.0002,0,4,corning-48-3548,A4,18,2021-12-29AG3_S4_A4,AG3
403,8.94E-05,1,0.000116961,0.001,4,corning-48-3548,B4,19,2021-12-29AG3_S4_B4,AG3
404,0,1,0.0002,0.0001,4,corning-48-3548,C4,20,2021-12-29AG3_S4_C4,AG3
405,0,1,4.00E-05,0.001,4,corning-48-3548,D4,21,2021-12-29AG3_S4_D4,AG3
406,0,1,0.000116961,0.0001,4,corning-48-3548,E4,22,2021-12-29AG3_S4_E4,AG3
407,8.94E-05,1,0.0002,0.0001,4,corning-48-3548,F4,23,2021-12-29AG3_S4_F4,AG3
408,0.0002,1,0.0002,0.001,4,corning-48-3548,A5,24,2021-12-29AG3_S4_A5,AG3
409,4.00E-05,1,4.00E-05,0.0001,4,corning-48-3548,B5,25,2021-12-29AG3_S4_B5,AG3
410,8.94E-05,1,4.00E-05,0.0001,4,corning-48-3548,C5,26,2021-12-29AG3_S4_C5,AG3
411,0.0002,1,0.000116961,0.0001,4,corning-48-3548,D5,27,2021-12-29AG3_S4_D5,AG3
412,0.0002,1,4.00E-05,0.001,4,corning-48-3548,E5,28,2021-12-29AG3_S4_E5,AG3
413,8.94E-05,1,0.000116961,0.0001,4,corning-48-3548,F5,29,2021-12-29AG3_S4_F5,AG3
414,8.94E-05,1,0.000116961,0,4,corning-48-3548,A6,30,2021-12-29AG3_S4_A6,AG3
415,0,1,0.000116961,0.001,4,corning-48-3548,B6,31,2021-12-29AG3_S4_B6,AG3
416,0.0002,1,0.000116961,0,4,corning-48-3548,C6,32,2021-12-29AG3_S4_C6,AG3
417,0.0002,1,6.84E-05,0.0001,4,corning-48-3548,D6,33,2021-12-29AG3_S4_D6,AG3
418,4.00E-05,1,4.00E-05,0.001,4,corning-48-3548,E6,34,2021-12-29AG3_S4_E6,AG3
419,4.00E-05,1,0.0002,0.0001,4,corning-48-3548,F6,35,2021-12-29AG3_S4_F6,AG3
420,0.0002,1,6.84E-05,0.001,4,corning-48-3548,A7,36,2021-12-29AG3_S4_A7,AG3
421,8.94E-05,1,4.00E-05,0,4,corning-48-3548,B7,37,2021-12-29AG3_S4_B7,AG3
422,0,1,6.84E-05,0.001,4,corning-48-3548,C7,38,2021-12-29AG3_S4_C7,AG3
423,0.0002,1,0.000116961,0.001,4,corning-48-3548,D7,39,2021-12-29AG3_S4_D7,AG3
424,0,1,4.00E-05,0,4,corning-48-3548,E7,40,2021-12-29AG3_S4_E7,AG3
425,0.0002,1,0.0002,0,4,corning-48-3548,F7,41,2021-12-29AG3_S4_F7,AG3
426,4.00E-05,1,0.000116961,0.001,4,corning-48-3548,A8,42,2021-12-29AG3_S4_A8,AG3
427,0,1,6.84E-05,0.0001,4,corning-48-3548,B8,43,2021-12-29AG3_S4_B8,AG3
428,8.94E-05,1,6.84E-05,0,4,corning-48-3548,C8,44,2021-12-29AG3_S4_C8,AG3
429,0,1,0.0002,0.001,4,corning-48-3548,D8,45,2021-12-29AG3_S4_D8,AG3
430,4.00E-05,1,6.84E-05,0.0001,4,corning-48-3548,E8,46,2021-12-29AG3_S4_E8,AG3
431,4.00E-05,1,6.84E-05,0,4,corning-48-3548,F8,47,2021-12-29AG3_S4_F8,AG3
432,4.00E-05,1,0.000116961,1.00E-05,5,corning-48-3548,A1,48,2021-12-29AG3_S5_A1,AG3
433,0.0002,1,0.0002,1.00E-05,5,corning-48-3548,B1,49,2021-12-29AG3_S5_B1,AG3
434,4.00E-05,1,6.84E-05,1.00E-05,5,corning-48-3548,C1,50,2021-12-29AG3_S5_C1,AG3
435,8.94E-05,1,0.000116961,1.00E-05,5,corning-48-3548,D1,51,2021-12-29AG3_S5_D1,AG3
436,4.00E-05,1,4.00E-05,1.00E-05,5,corning-48-3548,E1,52,2021-12-29AG3_S5_E1,AG3
437,0.0002,1,6.84E-05,1.00E-05,5,corning-48-3548,F1,53,2021-12-29AG3_S5_F1,AG3
438,0,1,6.84E-05,1.00E-05,5,corning-48-3548,A2,54,2021-12-29AG3_S5_A2,AG3
439,4.00E-05,1,0.0002,1.00E-05,5,corning-48-3548,B2,55,2021-12-29AG3_S5_B2,AG3
440,8.94E-05,1,6.84E-05,1.00E-05,5,corning-48-3548,C2,56,2021-12-29AG3_S5_C2,AG3
441,0,1,4.00E-05,1.00E-05,5,corning-48-3548,D2,57,2021-12-29AG3_S5_D2,AG3
442,8.94E-05,1,0.0002,1.00E-05,5,corning-48-3548,E2,58,2021-12-29AG3_S5_E2,AG3
443,0,1,0.0002,1.00E-05,5,corning-48-3548,F2,59,2021-12-29AG3_S5_F2,AG3
444,0.0002,1,4.00E-05,1.00E-05,5,corning-48-3548,A3,60,2021-12-29AG3_S5_A3,AG3
445,0.0002,1,0.000116961,1.00E-05,5,corning-48-3548,B3,61,2021-12-29AG3_S5_B3,AG3
446,0,1,0.000116961,1.00E-05,5,corning-48-3548,C3,62,2021-12-29AG3_S5_C3,AG3
447,8.94E-05,1,4.00E-05,1.00E-05,5,corning-48-3548,D3,63,2021-12-29AG3_S5_D3,AG3
